,1
0,0.9110344727581299
1,0.993995348380893
2,0.30607497954796725
3,0.9737756896604878
4,0.010989780248915101
5,0.09948599917612488
6,0.9644722194992148
7,0.9768967430463354
8,0.8825611261957338
9,0.4413641183757496
10,0.2806180290498295
11,0.6966367335129406
12,0.9133611729700496
13,0.6974006216871538
14,0.015691641467849748
15,0.32369247968114995
16,0.12313370858835473
17,0.023556252224016267
18,0.2768520722856205
19,0.9676625868673472
20,0.13770301900449144
21,0.9837210822983922
22,0.8746895907041141
23,0.9993945141936323
24,0.9999994609297055
25,0.7522446122636559
26,0.02841015130441129
27,0.05546668141596809
28,0.1728628462354223
29,0.598209442281262
30,0.07591714783856392
31,0.05881640554903796
32,0.7518535242130449
33,0.23474007326851287
34,0.03764379927808009
35,0.6922040183324736
36,0.9377619464433746
37,0.818162194427454
38,0.9461163164374572
39,0.9996002276914827
40,0.38257282795583375
41,0.03536806187031619
42,0.9540309844916144
43,0.90544037630655
44,0.13000219575568972
45,0.4739831543952229
46,0.7617703089365351
47,0.10998556363296062
48,0.9192350837292611
49,0.6608071879256204
50,0.6672380934619625
51,0.011346249966367253
52,0.9159598584819011
53,0.0385765161440999
54,0.08325005555333918
55,0.9999879175314058
56,0.9603443022226404
57,0.9996663461176143
58,0.9959234485326669
59,0.8486309497881411
60,0.7317849660539656
61,0.801019177361356
62,0.07341736762196081
63,0.028591631834455077
64,0.1765941766406128
65,0.3030085252295777
66,0.25401459224024314
67,0.07224286359044531
68,0.30333144162324566
69,0.01844343123941982
70,0.6011655288132746
71,0.18222816596920877
72,0.9543712692183808
73,0.9867440598934053
74,0.06327305600393639
75,0.19288476337062435
76,0.9999884778919865
77,0.19690836359133515
78,0.8283108313056384
79,0.008005922862951024
80,0.6398041778097915
81,0.22434176401492453
82,0.13495828007857225
83,0.057844325049618034
84,0.5458680159557342
85,0.16714081476692527
86,0.040732528380123444
87,0.9818441355626181
88,0.8409510348449487
89,0.9509646024979777
90,0.5582640135672708
91,0.9874402356883125
92,0.13973656017368644
93,0.10105580214682365
94,0.8469648093210411
95,0.12854716472267014
96,0.7807527619642051
97,0.9884402973562391
98,0.9960949838623763
99,0.9897498247195767
100,0.798741632763453
101,0.8452811836171018
102,0.8833006925082273
103,0.4630395120226182
104,0.34716544613347194
105,0.4149144316536736
106,0.41731979375665673
107,0.9162685230420945
108,0.9962807307361321
109,0.005652087748674554
110,0.20501300017563037
111,0.6302569778750629
112,0.005976197959925712
113,0.9505646236997559
114,0.9987095811549049
115,0.09883382022336872
116,0.9066593299028609
117,0.00016666286872113318
118,0.791563575516242
119,0.32619613161681443
120,0.08319712083016499
121,0.166143368938686
122,0.6567716340040861
123,0.3844087286540571
124,0.6587511255283158
125,0.21514411261888391
126,0.0118037296234801
127,0.7132713057375221
128,0.43218939466924594
129,0.18221648858382053
130,0.12493736521686913
131,0.30618031894955716
132,0.029288502557276413
133,0.9563015223836698
134,0.2952059872872263
135,0.9431619904875401
136,0.11594447603210538
137,0.9825392844384885
138,0.9725729706877636
139,0.7564931989706365
140,0.9118725190230901
141,0.984704321278397
142,0.6060081930411321
143,0.2625544803222978
144,0.8466851442751105
145,0.03911504883984565
146,0.684452697225324
147,0.6476946868720412
148,0.49678410094978204
149,0.16814885991939313
150,0.08421043354945612
151,0.9952947753739724
152,0.6562704617992848
153,0.968585879635573
154,0.9834895375056905
155,0.36911187674047063
156,0.30751153176260665
157,0.9943032133658899
158,0.9872734789295997
159,0.006031136486627545
160,0.7164259391883517
161,0.17752211710742802
162,0.03450031609347004
163,0.9761741922326894
164,0.960176366449823
165,0.006584253475991926
166,0.8134951456106745
167,0.9674773448485764
168,0.8986709212147151
169,0.999978225141361
170,0.9989599369906462
171,0.9615838464398072
172,0.20543263986284332
173,0.3081244181277763
174,0.07873700456170084
175,0.8880311747343306
176,0.21546533393974135
177,0.008200054184298434
178,0.3094740045891645
179,0.4150832493522784
180,0.5206689239183904
181,0.8700181643256297
182,0.4313288150476004
183,0.05255350070637407
184,0.9904010753760767
185,0.33613773222519333
186,0.9551455327544787
187,0.7604079386067778
188,0.9610378325611276
189,0.4644696285009736
190,0.05157529345452817
191,0.7614316625537617
192,0.2790144524362046
193,0.6316559804921195
194,0.9843917002378489
195,0.4077706700560049
196,0.987149207458951
197,0.7748518048422204
198,0.2913731461544866
199,0.45077305009477325
200,0.6885797729378973
201,0.017074803761339838
202,0.7676672558989334
203,0.27822974690806174
204,0.9782945898335664
205,0.7179133373966007
206,0.2538877057994755
207,0.9995207114784804
208,0.916646065898734
209,0.20557588596297668
210,0.5580012818750334
211,0.25767529357102226
212,0.9325708825604484
213,0.11680081037766307
214,0.937813327569719
215,0.9985006923976578
216,0.2598453311958453
217,0.6544858838472637
218,0.9742109934250415
219,0.6463114057300474
220,0.8817955900458527
221,0.43438677867671804
222,0.15666594354812882
223,0.7726729896133597
224,0.8306167621400504
225,0.0026337984261805085
226,0.561688178849502
227,0.9720785019107209
228,0.09647846074122121
229,0.28888508817263053
230,0.7220102434181068
231,0.7755833862004521
232,0.7823106460124336
233,0.5356058281522119
234,0.5894961692801813
235,0.932598864818056
236,0.25272875854058335
237,0.05362514820277846
238,0.7361783239399086
239,0.7645496798487359
240,0.22650235902877214
241,0.034680362498416814
242,0.3867909798481409
243,0.9307608884283136
244,0.5151553579007341
245,0.6542714553264701
246,0.06930692362063794
247,0.04124172629425234
248,0.9428039223811616
249,0.1615538864393653
250,0.8857921434175617
251,0.16689258348862582
252,0.018056857850278052
253,0.3940583553267982
254,0.9444413758404845
255,0.3451943564414595
256,0.008473686714472206
257,0.8367444521666948
258,0.6044053154171659
259,0.16101344791410527
260,0.5751168556735129
261,0.174259578625183
262,0.08353692314878489
263,0.1578394032190054
264,0.12355019115731622
265,0.8991576742257777
266,0.40218081116287185
267,0.038556414822699885
268,0.6316586402412665
269,0.8889965869694572
270,0.9938210595295747
271,0.9242960848777491
272,0.6705090791976117
273,0.5150920839292026
274,0.16673302603575882
275,0.1196854527103837
276,0.8563839543929499
277,0.17650756811239085
278,0.7216178289930427
279,0.01855555285344519
280,0.014389294225413608
281,0.8836329411067112
282,0.6573866989748889
283,0.05117578731887539
284,0.6313976761278381
285,0.9680043410327855
286,0.9617209241827382
287,0.42360916920889735
288,0.9041776305024113
289,0.017066168183091503
290,0.19707263710413453
291,0.18785596782368938
292,0.8832076244814022
293,0.82492476201674
294,0.055479179564374446
295,0.19146349360172782
296,0.03305115852685639
297,0.6028765720979671
298,0.4376497996634629
299,0.9741312988871533
300,0.9337191408444416
301,0.01406416840890784
302,0.5445216778578573
303,0.9990138314572707
304,0.9999943166584284
305,0.9320447497938723
306,0.0026610797452191783
307,0.9516216732911835
308,0.4824888615410001
309,0.994660991604801
310,0.9765287731096813
311,0.13984957833775616
312,0.9911149432519581
313,0.262434860573977
314,0.9731990073320348
315,0.006094599411942392
316,0.8343776871366086
317,0.16866877837677052
318,0.6950673424325824
319,0.20970319006091273
320,0.06881754362583427
321,0.8714493288962529
322,0.8545500244907004
323,0.35481908468927664
324,0.16877492652422998
325,0.9763666613262886
326,0.9462076252893336
327,0.9995275407505605
328,0.03155476170040624
329,0.6074684961332216
330,0.9876082826295622
331,0.8133309180052094
332,0.6744475987349929
333,0.45583812026356213
334,0.8133225578226462
335,0.8258380984806821
336,0.8464058044594582
337,0.012129218352797616
338,0.011204434750349978
339,0.9638431393830944
340,0.8045351362906311
341,0.9819788098955738
342,0.08579354538629733
343,0.10750573332960295
344,0.9819648526381682
345,0.996443256682265
346,0.6552427559005186
347,0.40137758900074183
348,0.27044054488020475
349,0.9358123112408466
350,0.0980417194462694
351,0.7010558446121802
352,0.8089445815902311
353,0.038962008466533284
354,0.876602004744194
355,0.7800188049788571
356,0.9945413762499529
357,0.10285209878777302
358,0.12262272952742058
359,0.9508420709046511
360,0.6880253895686315
361,0.8820461590620681
362,0.8680869173458989
363,0.9634766362633729
364,0.7303213765946377
365,0.80277777952629
366,0.7487810136338697
367,0.38736393430820903
368,0.037559795502298265
369,0.12979835358652286
370,0.6973088103999923
371,0.1592211074417113
372,0.7063806908853814
373,0.004629518869744701
374,0.8085526797735678
375,0.9839812562753325
376,0.8358099447388415
377,0.9698139456806281
378,0.9864233178737066
379,0.05953413955809611
380,0.9638509979536143
381,0.9732063893623953
382,0.9394595881761622
383,0.6067540576116296
384,0.9531084926033052
385,0.6001851326743873
386,0.038560772177314774
387,0.13551663383841564
388,0.04248441418124002
389,0.9998783394930808
390,0.9300222396789324
391,0.904928779865426
392,0.44719344367224384
393,0.7632741719636781
394,0.9831906830550513
395,0.12199132640436126
396,0.2851221203387355
397,0.10866925695355661
398,0.6881971179231292
399,0.7250329169300221
400,0.9932320781052402
401,0.12764114393079742
402,0.055102249148725344
403,0.9257446860657893
404,0.04854123391893021
405,0.09867914639361176
406,0.9877794947478535
407,0.6265474217236563
408,0.04039142600561429
409,0.16735943283763058
410,0.25934739623328507
411,0.9976879422406585
412,0.813964362693396
413,0.33085937951598654
414,0.78533065113155
415,0.97892806011833
416,0.5875037980124755
417,0.9586893789471072
418,0.6501286791375046
419,0.8329604214799757
420,0.41527814155794707
421,0.36195731247176627
422,0.7156375194333213
423,0.05624752902707429
424,0.7335820361223025
425,0.09896021986569206
426,0.8586046544051109
427,0.7503918872582721
428,0.9761460464524011
429,0.1843337286463439
430,0.8739301064318984
431,0.3444793020234256
432,0.4426573474275077
433,0.21769303838798745
434,0.20792995973323886
435,0.08224308316716471
436,0.9667217461745978
437,0.7387988716066812
438,0.0029252040304802046
439,0.22169320158494119
440,0.575020713165483
441,0.6936970037131169
442,0.3039597349255327
443,0.05916450522917969
444,0.83482748854401
445,0.900896650219898
446,0.030458219613813488
447,0.04413974066003974
448,0.20719112990846547
449,0.9222479653808903
450,0.6504846485790909
451,0.8660650340102063
452,0.25009876360461364
453,0.9954319289970718
454,0.00015900798980661275
455,0.7757873759660617
456,0.4957106245619965
457,0.05896367526698173
458,0.14316230937305757
459,0.9997949780712343
460,0.13619781412023324
461,0.97002423240344
462,0.45952971987066193
463,0.6448612734866884
464,0.5503854543435069
465,0.4575622236363855
466,0.08370188949332255
467,0.4824297143103543
468,0.9185762751908416
469,0.13865156741092272
470,0.07576011469577129
471,0.9743128274582079
472,0.3473446955942938
473,0.6717347873519033
474,0.658177458694865
475,0.22790433813200625
476,0.7593200884177175
477,0.6893371303324164
478,0.13876040171771736
479,0.04121308453309333
480,0.7799987370417182
481,0.4262670398963149
482,0.7645426645733965
483,0.8787795508821524
484,0.06397913012587976
485,0.8551730300441535
486,0.39833775915472863
487,0.14382124473773897
488,0.46914591985434256
489,0.8701098412397539
490,0.48285843222444197
491,0.3700555184660237
492,0.8873740880397377
493,0.9744293825692691
494,0.5080824394292389
495,0.9153556822402575
496,0.4328649472417633
497,0.08276856459114094
498,0.47899231800310793
499,0.003205679059190521
500,0.9948336919614325
501,0.9834700806832991
502,0.882094616349691
503,0.19189473236694218
504,0.840046582694748
505,0.9910218602348225
506,0.3756022833564876
507,0.6229941762305368
508,0.027269999193149708
509,0.12105205930774207
510,0.9826461722344166
511,0.9024751407605816
512,0.34190121751817987
513,0.9759609276557277
514,0.9929513757972018
515,0.02316346547693817
516,0.9597659676076599
517,0.08905378955667055
518,0.564655914446971
519,0.9532416824097074
520,0.5611332557772265
521,0.988749104731485
522,0.9878701992026705
523,0.7434605217387079
524,0.9754283811295698
525,0.830555191569181
526,0.659743776383508
527,0.9991095342239176
528,0.11218078424997954
529,0.27453426320923013
530,0.9574561395685952
531,0.11950154502088897
532,0.9219847252497304
533,0.2818756573463209
534,0.15206864230629072
535,0.004047458876166155
536,0.9969608787940688
537,9.570181823969948e-05
538,0.8959316821177453
539,0.1069682886484458
540,0.045543507538810084
541,0.07965629448380315
542,0.24325510062970454
543,0.7126584219965973
544,0.6136943205427617
545,0.9762267235412301
546,0.9684576012410977
547,0.7850521945666855
548,0.7396210943823146
549,0.9792164265120268
550,0.7171240594950498
551,0.8571325553028304
552,0.09946486271573421
553,0.5813094459209454
554,0.0031052806922524253
555,0.9711275889670274
556,0.44796374176825743
557,0.7127154301804105
558,0.9456435248920414
559,0.9538629753537861
560,0.9434855982343474
561,0.9998418075172291
562,0.5351993440592683
563,0.7332197352231244
564,0.3124007722889732
565,0.008246977026974748
566,0.8677697691458391
567,0.8269750055891566
568,0.5471914087036379
569,0.6084908980823255
570,0.22494790659083866
571,0.887596484099858
572,0.1307359392612255
573,0.9943910239608384
574,0.18761627045742593
575,0.29898957751178945
576,0.6360084462050246
577,0.5469040847981342
578,0.8806199315040236
579,0.25232964195176333
580,0.9201304118107059
581,0.9547650702015289
582,0.018447134235663853
583,0.9077257662122017
584,0.9949662080523748
585,0.7607832042782248
586,0.9877828888946554
587,0.013311380338179156
588,0.22339913618998647
589,0.9628330705433358
590,0.9773149812491265
591,0.011747558961251637
592,0.9503376349651437
593,0.9827840467591491
594,0.9352812810179243
595,0.09643174787439218
596,0.3483283341288796
597,0.9442939826261529
598,0.9272565611909334
599,0.8625261771088057
600,0.10622363952355786
601,0.3482221652511114
602,0.9968224287040189
603,0.6968161988742504
604,0.9297686116441415
605,0.4364865500749251
606,0.6852856358236523
607,0.31150649278095105
608,0.1902469715444298
609,0.8657874669579029
610,0.9519939467093275
611,0.9325610821917375
612,0.8488573963087582
613,0.7321721895399063
614,0.8972137881837746
615,0.8932954441972142
616,0.4292344206332459
617,0.8718935469420537
618,0.0004781446402768605
619,0.9926412392232721
620,0.6902813389209981
621,0.9067971833916497
622,0.38871478363421536
623,0.6701552110566489
624,0.049840495374005
625,0.9619572380941289
626,0.1355112359118409
627,0.9905530314496254
628,0.10111747232510981
629,0.029477557106942325
630,0.12287836298092805
631,0.2922421981839114
632,0.8498086086920738
633,0.733248074843097
634,0.9030758917305365
635,0.9643018497011386
636,0.989121329720337
637,0.013472634080218095
638,0.9582270700187605
639,0.5118869255706383
640,0.004182814357890931
641,0.13367628152946495
642,0.45225080165095816
643,0.037494057676060295
644,0.05475633245266495
645,0.9517105180928344
646,0.09149798336542442
647,0.9994700843741664
648,0.5984100117412767
649,0.5592025319019935
650,0.836936523360271
651,0.06368816691833241
652,0.051455077642981496
653,0.16426651799190112
654,0.0051561255495788175
655,0.980212186200039
656,0.009158165650856384
657,0.9281244949122113
658,0.7549056134336467
659,0.07742988384229949
660,0.048074013415966343
661,0.5302544234494886
662,0.21173987928974208
663,0.7648573740565195
664,0.9486541238782399
665,0.2730459944499028
666,0.4778586471099537
667,0.8539952130844162
668,0.40969826155015626
669,0.7993359391571361
670,0.24233464817545386
671,0.9964540209199022
672,0.8043816691088203
673,0.5893846363078775
674,0.842348755798329
675,0.07547051760622189
676,0.07092363154716395
677,0.26393110787325186
678,0.9997879814790014
679,0.04045323766703379
680,0.08069117802816611
681,0.35971919535434954
682,0.07997765423617313
683,0.9158211506882495
684,0.9870214608646799
685,0.2472365424483442
686,0.24783825019472852
687,0.7713227355269524
688,0.05034382887530972
689,0.8708848381782913
690,0.933891402924449
691,0.8510131936115245
692,0.7026907237285146
693,0.8736292830730944
694,0.05375318422728336
695,0.8225304630514346
696,0.9381004450411154
697,0.818876121252442
698,0.885144504598735
699,0.8807385835100551
700,0.2300290548466396
701,0.05835409592075692
702,0.6524410259042911
703,0.9372022113728843
704,0.5619991744913676
705,0.0951242493497267
706,0.8661957211224918
707,0.7383779393914583
708,0.9723437747644004
709,0.9705211375985636
710,0.024005719021140584
711,0.9178493246438277
712,0.7091911578722917
713,0.410711816053188
714,0.9468587524924169
715,0.42272852886155066
716,0.36802940444452775
717,0.9432156068856687
718,0.9966617776519382
719,0.98855509148275
720,0.9587027655532879
721,0.6195820301819066
722,0.820680867619414
723,0.5047861459209853
724,0.4958546895209161
725,0.05466702048744277
726,0.3697214774489512
727,0.2170249607803249
728,0.20859857577837235
729,0.7366168836976384
730,0.4478107708370091
731,0.8580218810040368
732,0.9406187726818708
733,0.02300465643514391
734,0.005688265535793146
735,0.134831194308438
736,0.13567551659444588
737,0.2922517960910121
738,0.9500466879524013
739,0.9775767671516861
740,0.7614265722655055
741,0.7709265224898301
742,0.0017064977658319167
743,0.8986973060073302
744,0.6676399069579281
745,0.033511030825745414
746,0.24006528562106785
747,0.8246960811684889
748,0.5647793907430877
749,0.5190077803771054
750,0.00830087500059079
751,0.8629434207852008
752,0.9855502031509845
753,0.5923232738864618
754,0.6766640835318894
755,0.879504458205605
756,0.46637069702241135
757,0.1581177851401963
758,0.9149972722922762
759,0.836598283355364
760,0.9919946443129196
761,0.9426812393411179
762,0.9961577095028495
763,0.7452815110321783
764,0.9356591785387686
765,0.3040899496848206
766,0.8170160929921026
767,0.8611167903261924
768,0.6927282687816074
769,0.7791438436428841
770,0.047191864374476866
771,0.9792215974152868
772,0.15019960642109814
773,0.9268256774973765
774,0.9999175760469348
775,0.9398587650774188
776,0.7139856889395233
777,0.8173562292624925
778,0.05349152576232573
779,0.9654896328297925
780,0.9790889538717019
781,0.999672958002641
782,0.052172253991989014
783,0.992128474370452
784,0.06515753360788797
785,0.99928150204189
786,0.5860168071349561
787,0.7895670311205284
788,0.19929591793500812
789,0.034482980490907734
790,0.3143044489825982
791,0.009836937748041752
792,0.22313154780143954
793,0.06158859888792416
794,0.9562438411886441
795,0.9274300633178459
796,0.8196654461711566
797,0.43049029462130745
798,0.34715523053391745
799,0.9959122086436915
800,0.08629962518544736
801,0.9976987045569187
802,0.6778417733172213
803,0.9729915777135708
804,0.9914094406625751
805,0.7469269103918809
806,0.18058702964207934
807,0.7678382052133627
808,0.1248721502378824
809,0.28054774189049053
810,0.6417344987725108
811,0.8736807992242975
812,0.5309319132806665
813,0.9849945457937691
814,0.245337376665746
815,0.6749457539457939
816,0.2065078109296322
817,0.8368135325216765
818,0.7522645510989332
819,0.997166255975268
820,0.04763741624298086
821,0.4284023020133025
822,0.02333208908428026
823,0.04505834879111175
824,0.2538748259601921
825,0.9999969975621991
826,0.2590102947804787
827,0.673756486099092
828,0.914956970282122
829,0.9697955688983894
830,0.9761815958457807
831,0.7791211239705266
832,0.18512250448436973
833,0.9835279220664427
834,0.12461215577737174
835,0.6483759338637822
836,0.03795409039332464
837,0.2586564430069682
838,0.5703480123521558
839,0.8986284825453343
840,0.6429738555486921
841,0.010994931879864547
842,0.05891996276335479
843,0.11746678726884352
844,0.9775534590105742
845,0.6579750162041123
846,0.9662581788895112
847,0.4871768275743469
848,0.23243889930449055
849,0.5195876631086987
850,0.5821109890474351
851,0.9630277135582646
852,0.9323078009369249
853,0.001711276411356024
854,0.45585713415377216
855,0.6074226847516953
856,0.8027880903318458
857,0.9136142074134334
858,0.23575410125620405
859,0.07769327968181584
860,0.8777538492213472
861,0.7056468770997233
862,0.3817453931426974
863,0.6820671296164572
864,0.06376073748488538
865,0.13313804603695856
866,0.9649353622264826
867,0.3917931069317581
868,0.8939334188802381
869,0.7482074125989857
870,0.9893081446993918
871,0.40298688298787766
872,0.6871304098036094
873,0.2474955373316919
874,0.9328068930726763
875,0.8665347320934231
876,0.5949141334177538
877,0.751014570109005
878,0.8698453472821785
879,0.15601744512525345
880,0.8453358552163893
881,0.31147446505517534
882,0.9341155292511072
883,0.11445244198661614
884,0.01589120773318772
885,0.4062031933506796
886,0.7785857504793073
887,0.5594823985135894
888,0.11871303646489398
889,0.13263462239198304
890,0.8439690178868318
891,0.5862950941100753
892,0.8934848811687603
893,0.7478537839699863
894,0.7716588300946273
895,0.15298942382137137
896,0.6764555128591129
897,0.8105298451357227
898,0.005241211392445911
899,0.90770343715088
900,0.04257472288737908
901,0.5199046188957176
902,0.03056595690377186
903,0.9952670420984584
904,0.9358428481815283
905,0.08995908515396119
906,0.42127395715915383
907,0.8669308556283151
908,0.9986331688826003
909,0.15974281066837284
910,0.17366470102652673
911,0.6065350968826478
912,0.9958775008136133
913,0.809361468391572
914,0.7408302706480969
915,0.846643544741958
916,0.04244916675383952
917,0.018810864440238217
918,0.8547489961497986
919,0.1269194884262779
920,0.38716621986875965
921,0.9999946298456186
922,0.05283209681292193
923,0.9034126694967006
924,0.9749853017564188
925,0.8394323339257169
926,0.20978765733152718
927,0.30419668370722264
928,0.006042935288714407
929,0.9975870606115044
930,0.0784284279938616
931,0.026494991882634412
932,0.011672655510319926
933,0.958179586172644
934,0.7614253960350179
935,0.010662738003230969
936,0.860157016194907
937,0.8360423267967321
938,0.9162133754981739
939,0.24710129071793924
940,0.8611276005454774
941,0.21180349933865714
942,0.007983480658694635
943,0.1099726487364746
944,0.755827667583706
945,0.9031782269753849
946,0.19555275498515112
947,0.8905418572379855
948,0.04461882433056753
949,0.9611329294812031
950,0.9137086666028482
951,0.3374801882337555
952,0.0067050685102746765
953,0.0947393522739874
954,0.006084949717657002
955,0.10976406186354518
956,0.934021094148038
957,0.21650710084941102
958,0.1266888750291516
959,0.19206589117653725
960,0.1736725832682231
961,0.610189486138137
962,0.5570721869371832
963,0.993755108674142
964,0.13392111856224018
965,0.6041652203928919
966,0.29975456678888723
967,0.7319033865207739
968,0.09653147234191023
969,0.04418903270388413
970,0.3393216907312541
971,0.39181620185970517
972,0.9667516351752108
973,0.9113911219716565
974,0.7593726308393549
975,0.44058086446289
976,0.864505211036718
977,0.1209449514251695
978,0.9589041102156414
979,0.20422069673169851
980,0.11768636312410229
981,0.12190239310444459
982,0.7731156244678751
983,0.9832162456636935
984,0.7937369539319614
985,0.133429122911489
986,0.874062709227727
987,0.8855140423422725
988,0.15317807013328305
989,0.6624451833522141
990,0.9672554059879214
991,0.1407706886604303
992,0.3483857680857633
993,0.09218294578463723
994,0.4560218251022219
995,0.7665490471913605
996,0.03499613955028866
997,0.10631836283878841
998,0.7403297974444429
999,0.7860830391710445
1000,0.04034658570193271
1001,0.5208811021245026
1002,0.9167424872509772
1003,0.7492732426169468
1004,0.8778447610797262
1005,0.2194676971604807
1006,0.5766886709673463
1007,0.9999567846320834
1008,0.6864426651039373
1009,0.05125186894626054
1010,0.33840617615403706
1011,0.1921964490032413
1012,0.6036891652211246
1013,0.6151247702589802
1014,0.031010600797519904
1015,0.9102447630711272
1016,5.7021465290414814e-06
1017,0.44243723482691955
